"PE","EP"
"0.541558425253340","942.66364975795"
"0.511727772590518","1049.6483202287"
"0.511879988989815","1065.1832865169"
"0.700691786579637","21208.185926404"
"0.718309789215938","21586.499321574"
"0.712230916798168","24457.268047555"
"0.741956141693215","24813.235367684"
"0.709053607317173","20528.177403691"
"0.672069301794792","20563.943438195"
"1.00170529468550","13764.594825135"
"1.03733429137544","14319.963800905"
"1.04638259618842","14188.955156951"
"0.925963123296457","12755.485961123"
"0.896423200765708","11976.634263495"
"0.890783236751491","3962.5769622834"
"0.831330088183422","2051.2322390985"
"0.699961199294532","3861.2938070091"
"0.701357826526366","2524.5339554173"
"0.701659578716182","2539.5796344648"
"0.762602719462935","1964.0640394089"
"0.708711225230833","2460.4756784434"
"0.611792048272590","1660.0704410797"
"0.683356417642132","2554.6415392725"
"0.757985402252069","2276.1973333333"
"0.735930923943953","2519.5365064695"
"0.843462568401444","2758.2274272762"
"0.764206835256704","3061.1540216771"
"0.687960866093330","2877.1960520413"
"0.701981390257252","2565.1653090561"
"0.650908773765916","2479.1458639256"
"0.858530404110114","3756.2378538234"
"0.977648794650294","4199.5459515751"
"0.767584809672220","3822.681753487"
"0.729359402841904","4168.9916971917"
"0.712554359643401","3003.8972635622"
"0.675791474256275","2164.7612018062"
"0.686301070321641","2398.3288357749"
"0.674663759670178","2104.4810015759"
"0.683896544644558","2318.8492017696"
"0.705136774286434","2836.8025130394"
"0.719050774089534","2585.6439909297"
"0.692983663936045","2612.4872408293"
"0.551558091984367","1299.7410410672"
"0.870938409931874","3306.3158712887"
"0.532053392423763","2052.7623051322"
"0.703737965131408","2774.478112564"
"0.601096946934598","1682.5453333333"
"0.679153439153439","2576.9663688912"
"0.770031607704810","3116.1444888635"
"0.896381838475236","2878.5510920437"
"0.791039909141044","2388.5392381827"
"0.791643447729075","2525.0195011338"
"0.843462568401444","2758.2274272762"
"0.739965039092336","2826.256065068"
"0.880857820659128","3579.8311233425"
"0.698960465621142","2514.6991910392"
"0.948184209980288","3459.8816626889"
"0.658891518143333","2156.0755774837"
"0.668941937813329","1591.5960721868"
"0.945365462176832","5043.5834909043"
"0.885111633093696","5019.7597254005"
"0.813044476511143","4246.9297089511"
"0.930788827365572","5382.0015426147"
"0.991017748663251","5356.7408695652"
"0.935545174469225","4115.2744579588"
"0.495842264731154","912.6"
"0.551590776473056","768.83748845799"
"0.488779472954230","856.63410404624"
"0.909457740410556","5263.3499479244"
"0.947382619220528","5225.0942522654"
"0.579877443040708","1565.5223590408"
"0.713029348235341","2530.4070010449"
"0.701284749259592","2535.3141962422"
"0.771558095238095","1982.8276912264"
"0.705996602344641","2469.8124680634"
"0.614256319811875","1652.2329396325"
"0.680968796635463","2569.3254716981"
"0.641125041102442","2349.3078307831"
"0.653980140964268","2484.7297694949"
"0.627009572276748","2274.1530561122"
"0.681200591801876","2409.323374761"
"0.691674940246369","2602.7401700319"
"0.551079570374103","1318.1447246798"
"0.870475533423246","3319.2724170028"
"0.532799265430844","2042.8848845346"
"0.700368858654573","2766.1354401806"
"0.821494590953908","2032.9906429942"
"0.683298995243439","2516.9075413223"
"0.599336236037625","1693.5264567984"
"0.675163979988882","2588.2606860158"
"0.607100821522238","1634.4897753939"
"0.751683847378156","2709.2769209198"
"0.743392087494652","2847.6703296703"
"0.629301511850531","1719.3704289733"
"0.699829062271306","2522.552963194"
"0.655608702342483","2154.5673615781"
"0.464353712946725","257.79453879454"
"0.632927055941028","486.97562893082"
"0.755070582439003","2876.6761960327"
"0.925406745187078","4994.5228294598"
"0.373113002581601","212.15108783239"
"-1.79026858919989","0.62748643761302"
"0.753441129964118","5461.8190240889"
"0.755479725582515","3277.2693282636"
"0.463998467632347","747.18716835504"
"0.470079434515130","755.20521172638"
"0.483114536206323","714.66508416055"
"0.567108167770419","565.74916527546"
"0.581135447001080","887.40611138492"
"0.755845668514319","6136.3117051089"
"0.817753145537131","3345.6082995951"
"0.799270586135042","4552.0052397171"
"0.798415379827144","4535.0244167119"
"0.942172167905827","9566.1417430565"
"0.433038348082596","783.51632653061"
"0.943382789067502","9398.308331101"
"0.875404076662709","4635.6023427011"
"1.02373273896043","5101.1356566431"
"1.00306428523855","5593.7377178043"
"0.956465349238752","7667.0057001239"
"0.803041059650649","3409.1457907294"
"0.802588995012748","3144.8895493614"
"0.880569383391242","7637.5873936772"
"0.937801971982166","4727.5644513538"
"0.931377987140044","5059.1728364594"
"0.896798099053758","10164.066458299"
"0.791695239961554","3222.5710932916"
"0.931640079265798","4930.3299820617"
"0.880818305323332","7277.5653058394"
"0.986453746504093","9030.689311332"
"0.785772198952860","2962.3865023188"
"0.768925541756386","2765.0987216154"
"0.805239633905424","4480.2457802784"
"1.03594757869731","9092.6449204166"
"0.460173532914273","844.67574059247"
"0.873079571557620","4969.8244528652"
"0.995218352881217","5508.9892904953"
"0.788908382066277","2779.2674805771"
"1.02304093848538","5574.8540095956"
"0.662568598498831","1983.6661454261"
"0.794619555794697","1880.0515431517"
"0.804450274753305","3060.375308642"
"0.784358284904733","2993.8063932449"
"0.845907254044935","8073.9178979181"
"0.969399078600599","4660.3209116511"
"0.973253489739278","4611.1528150134"
"0.944855037833532","5342.3049235993"
"0.948647668076239","5140.4056345376"
"0.913270567059318","4522.3304512294"
"0.894061120021631","9845.5608632123"
"0.917754161056431","11256.408425773"
"0.978810708362947","11563.892393321"
"0.616678806202616","18675.070501974"
"0.682569193427279","20363.338971583"
"0.646577457856528","1977.3485316847"
"0.750193233926567","1905.3468509584"
"0.759520907284620","1791.8988421694"
"0.771548075168765","3100.9404015056"
"0.765511762771650","3028.4769797422"
"0.844878368045998","8626.4645472406"
"0.968700275132275","4918.4205813473"
"0.915956480908862","5607.6280821431"
"0.914337274748869","5601.9923016608"
"0.944439789516292","5467.8415130807"
"0.906927475816365","4734.8908512893"
"0.877063258636788","10291.629581918"
"0.918274872912128","11526.989344957"
"0.897089435691666","10896.099555128"
"0.983055430130558","11812.651659672"
"0.996735906982821","12844.725859247"
"0.685351680749690","12112.958141909"
"0.686245475606683","11304.485700667"
"0.687493726789119","17102.243875278"
"0.689139572142116","21034.29769392"
"0.670872162485066","2427.6216739236"
"0.722275444122202","2750.5585560761"
"0.743640711296698","3057.8358353511"
"0.859852681813466","7987.5073375262"
"0.908012997889001","5391.7255182273"
"0.902908974684812","5378.131130064"
"0.899237114543542","4996.0534156977"
"0.912012715986619","11132.271403611"
"1.01100953298136","11937.938605013"
"1.00310691136392","11855.335735964"
"0.989718410578156","11978.021893605"
"0.851169804355851","8690.0739871876"
"0.966754850088183","5013.1676106566"
"0.951246619635508","4957.1583927689"
"0.949702829157375","5511.486013986"
"0.946399678811603","5412.2325772631"
"0.904875556487891","4813.9165709362"
"0.871573463573464","10189.349239522"
"0.969685059208869","11564.966887417"
"0.649129973080850","2058.4477570159"
"0.923907872819910","10031.850999569"
"0.891119055113389","10816.114266243"
"0.905102960853223","9092.7371642299"
"0.799436507936508","9310.0120862774"
"0.720616719576720","17546.926528323"
"0.917294273183684","7074.276891405"
"0.943949454425645","7282.962279082"
"0.811016013517760","8053.4015103839"
"0.934330544788061","9464.7514141113"
"1.07695083446098","9049.3474335827"
"0.889851962465203","11989.416201117"
"0.995437827560759","11045.98702271"
"0.775831143910007","8898.6923076923"
"0.928534269519594","10909.28362878"
"0.911671359611382","9891.2203140056"
"0.868901168264577","11069.399429726"
"0.963076472086463","13089.174825175"
"0.918476216508197","10710.210007305"
"0.893088909637929","11747.067526555"
"0.936615445760985","12953.630363036"
"0.999885634284260","13611.737346101"
"0.881078493869658","12103.891346154"
"0.905721710295992","10759.066772461"
"0.874549640371314","12182.649846395"
"0.956429738385173","12873.789816322"
"0.934621746739039","12157.589035182"
"0.928842786371449","12037.600422833"
"0.986945186582150","13074.74025974"
"0.885795215738878","11523.108352144"
"0.982693802629854","11166.728562487"
"0.814268617824173","9719.8329682366"
"1.02528144466416","10885.411585366"
"0.953493650494216","10248.444955447"
"0.751703065477971","8438.8313505948"
"0.938517460317460","7669.3919107392"
"0.871043641916125","9142.0912951168"
"0.955102653674082","10552.45885451"
"1.05132834483428","11274.044538068"
"1.08926617126524","9514.0927473713"
"0.930625661375661","12723.174132305"
"0.909832352733686","10838.686684073"
"0.815277799713952","8384.2754716981"
"0.833695259020118","8451.9585626416"
"0.919391189925044","10209.192406692"
"0.914542308151330","13007.248693514"
"1.08024178466794","9213.1796752226"
"1.03494723372441","11132.378592666"
"0.802021438939096","8831.9492365655"
"0.949076413634237","8656.7595307918"
"0.948840310653176","12001.178500986"
"0.893814654481321","10747.235578394"
"0.865559639070012","12176.679965989"
"0.819561774633560","3278.0765553628"
"1.03857079983163","4763.9742596895"
"0.990558631289225","6560.305129717"
"0.696051274259535","2369.0831491169"
"0.497252172224649","1174.5742923229"
"0.906817148283815","1886.1611611612"
"0.878572122929079","2206.2828864946"
"0.768898632231966","4438.0662420382"
"0.822331658589361","5742.6928972918"
"0.922343000662007","6278.036475604"
"0.475231529199783","902.4519918284"
"0.750136137711895","2927.5358200118"
"0.965392313686887","5165.4772802653"
"0.965091443119977","4815.8930353223"
"0.886328078880756","7818.9440582589"
"0.933975734355045","11751.776883266"
"0.900984983977942","12293.375178317"
"0.911733085669256","11882.857971014"
"0.879129966329966","12466.638728324"
"0.494775638860745","901.88741721854"
"0.746416297736026","2896.8356643357"
"0.982386668106396","5507.1546274593"
"0.974954698916603","5127.9782501236"
"0.892268992802326","8219.7716022579"
"0.975430356692942","5453.9774250441"
"0.983787507348618","5128.5332558815"
"0.890327546594214","8208.0917685836"
"0.894009742168472","5448.1475661173"
"0.888610738196144","5122.2407333599"
"0.601216838098218","1564.630963708"
"0.982347211579396","6102.0544315992"
"0.797212750669541","4802.3950276243"
"0.836974021979953","6254.3347993403"
"0.754606201795256","4669.7388260635"
"0.797911982420723","6076.3589881593"
"0.838533592607667","7007.8554533509"
"0.529310448660042","1328.2460732984"
"0.932099017384732","2226.6314850602"
"0.893866117276147","2555.3064723532"
"1.00643568209177","5782.0246005938"
"1.01951577503429","5266.7693517261"
"0.508651551788806","967.42950819672"
"0.739452814396317","2978.7107636801"
"0.753811915224345","3070.4263990268"
"0.979259660744755","5477.7682978423"
"0.985506819517931","5129.9941885806"
"0.887663587396920","8206.3189334257"
"0.497421743281070","1172.4807226261"
"0.515668859750019","1063.5729409274"
"0.471478809256587","901.62621111678"
"0.477895807895808","826.29797979798"
"0.388440645773979","473.08738699957"
"0.459789025323616","726.43147656941"
"0.495319148936170","901.51808456444"
"0.457091397726318","825.70288024255"
"0.517985923013446","479.49058076023"
"0.446122918265412","377.36292889989"
"0.525685249709640","1329.8206948076"
"0.485619635508524","702.26202291798"
"0.543786843363168","1172.6368909513"
"0.537192300675059","1063.8809625213"
"0.506036534271828","965.86408296943"
"0.507672278338945","873.26425438596"
"0.715637661470995","11497.308235294"
"0.699996756471852","18125.33970276"
"0.718240907954814","19158.398766125"
"0.654070059219111","19073.277974408"
"0.867267153775090","11731.385338346"
"0.649349173889051","1975.9879518072"
"0.806172717241464","17581.950520833"
"0.784352680420913","16680.912693498"
"0.798302901203334","16403.561147903"
"0.799650062923720","15789.183231397"
"0.810016029092725","17981.751201281"
"0.620046039869095","17660.061155845"
"0.600581773847993","16619.884809215"
"0.634034681645826","18054.300234558"
"0.626181345286517","18099.585975097"
"0.923291630538007","9902.3370104799"
"0.919224215684584","9533.3190118153"
"0.966991657740124","9610.1765818793"
"1.00852371580230","9922.2069852153"
"0.586877543385480","16619.246119734"
"0.613622881680853","17801.997736276"
"0.597955876795163","16074.153225806"
"0.618374151051867","8289.306066508"
"0.801651423064062","19733.085460599"
"0.791729974466293","19084.683684795"
"0.773973830272850","18479.250269687"
"0.767844405251813","16993.916801729"
"0.939684250816166","11734.743139643"
"0.960737067108803","12532.615954012"
"0.921878031537666","11214.72480593"
"0.952192467553518","11716.406716418"
"0.939314455268676","11661.345863037"
"0.992459372637944","12503.375295043"
"1.00080370096630","12319.165354331"
"1.02462877624168","12344.256794232"
"0.978459974917974","12192.780555556"
"0.918958771055389","10204.480181742"
"0.741176306546677","18526.569856313"
"0.953482460872193","11531.932617549"
"0.988506333668621","12082.781671159"
"0.943847589415710","11918.233062331"
"0.641443289512635","18875.782035176"
"0.653855496209367","18345.736507937"
"0.771186321107225","11410.209072978"
"0.764958275629416","11269.212238951"
"0.824386706831962","19796.386042647"
"0.795389396024316","18585.070999454"
"0.992002667314799","13055.321310116"
"0.978595992615809","12023.122800519"
"0.964108036861045","11431.867569051"
"1.01242635189669","12086.911652704"
"1.00476231929936","11645.869689465"
"0.888707455852877","8201.2171906547"
"0.971752066293818","11261.514563107"
"0.991136599473661","12203.208881902"
"0.989992582702863","11443.300456621"
"0.962832241321015","10051.625027637"
"1.00506738117849","10556.890603722"
"0.960118322059250","11634.335866811"
"0.975151817389365","12355.163216561"
"0.941447780810838","10945.67132116"
"0.977728441170707","11886.969353008"
"0.865395120148925","7682.1473773028"
"0.887369514427661","7566.4006627088"
"0.828588556189425","7754.7360568384"
"0.817155762033811","7492.9935401434"
"0.940986947316649","11380.712146666"
"0.929506495230510","11157.718719344"
"0.912860152784929","10776.664361457"
"0.885653006318315","10160.079610073"
"0.976180245141049","11929.62589177"
"0.971083034477591","11882.365279738"
"0.966420445909766","11809.301541832"
"0.963215594971867","11745.17873986"
"0.958224758534836","11661.092504414"
"0.952171607001042","11539.878086515"
"0.970292381109617","11972.175471155"
"0.957699128501868","11101.96400288"
"0.954021056856630","11073.612854632"
"0.950120286471163","11011.206244412"
"0.944743585469658","10960.363650196"
"0.941508359824007","10898.19509495"
"0.937656972585928","10839.650302297"
"0.930934164269735","10769.934468466"
"0.923291186325134","10651.497873472"
"0.959718348485472","10785.910240202"
"0.957073278666067","10741.911357341"
"0.953011444001543","10643.905790739"
"0.947876878089251","10541.274822469"
"0.941480099596580","10418.735301176"
"0.933826560646612","10324.761984206"
"0.936129712688163","10364.473913335"
"0.962666565989583","10956.74092822"
"0.977420082792981","11595.422419965"
"0.985980205519115","11768.05621828"
"1.00009793521875","12102.464948591"
"0.998799625972991","12047.133098737"
"0.994698969716223","11958.620462264"
"0.992145406091553","11883.395731936"
"1.00602388078314","12170.927346318"
